更新时间,#genre#
20251010 01:51,url


RespoTime,whitelist,#genre#
429.41ms,丽水松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
429.44ms,CCTV6,http://218.241.192.50:8808/rtp/239.3.1.174:8001
429.45ms,CCTV2,http://222.218.122.56:8188/udp/239.81.0.115:4056
429.46ms,兵团卫视,http://61.159.134.216:18000/rtp/238.255.2.67:5999
429.46ms,TVB明珠*,https://stream1.freetv.fun/ming-zhu-4.m3u8
429.47ms,「河南」洛阳交通广播,https://tv.iill.top/fm/1704
429.48ms,金鹰卡通,https://stream1.freetv.fun/1b907bbf4760e673ec9ab89e2327cd1d9e5df04ca6ef35a6fb07f5b6757f4791.m3u8
429.50ms,深圳卫视,http://220.190.54.26:8188/udp/233.50.201.101:5140
429.50ms,CCTV8,http://112.46.85.60:8009/hls/8/index.m3u8
429.50ms,重庆卫视,http://218.241.192.50:8808/rtp/239.3.1.122:8160
429.51ms,江苏卫视,http://222.218.122.56:8188/udp/239.81.0.106:4056
429.51ms,海南新闻,http://153.0.171.163:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
429.51ms,内蒙古卫视,http://122.189.103.230:8888/rtp/228.0.0.52:6108
429.51ms,内蒙古卫视,http://120.40.58.182:1000/rtp/239.61.2.226:9344
429.52ms,CCTV15,http://114.254.38.155:18888/rtp/239.3.1.153:8136
429.53ms,西藏卫视,http://223.198.241.28:4000/rtp/239.253.64.143:5140
429.54ms,中天综合CTIMetro,http://smart.cityq.xyz:8278/ctizhonghe/playlist.m3u8?tid=MB6B3888954738889547&ct=19254&tsum=d0cb922e44e8a16bea598530697c581e
429.57ms,CCTV4,http://123.129.70.178:9901/tsfile/live/0004_1.m3u8
429.57ms,辽宁卫视,http://218.241.192.50:8808/rtp/239.3.1.210:8056
429.59ms,江西卫视,http://218.241.192.50:8808/rtp/239.3.1.123:8164
429.60ms,东方卫视,http://222.218.122.56:8188/udp/239.81.0.111:4056
429.61ms,CCTV3,http://222.83.161.135:9003/udp/239.81.0.231:4056
429.62ms,河南有线19,http://221.14.142.118:8000/hls/19/index.m3u8
429.66ms,河南卫视,http://113.15.109.216:59901/tsfile/live/0139_1.m3u8
429.67ms,「四川」交通广播,https://tv.iill.top/fm/449
429.68ms,CCTV13,http://61.159.134.216:18000/rtp/238.255.2.218:5999
429.71ms,青海卫视,http://221.2.148.205:8154/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
429.72ms,CCTV3,http://61.156.228.12:8154/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
429.73ms,[BD]生命電視,https://stream1.freetv.fun/sheng-ming-dian-shi-2.m3u8
429.77ms,CCTV11,http://123.129.70.178:9901/tsfile/live/0011_1.m3u8
429.79ms,CCTV5+,http://222.218.122.56:8188/udp/239.81.0.101:4056
429.84ms,血色山河·抗日战争影像志「回看」,https://tv.iill.top/migu-1/xssh
429.84ms,CCTV4,http://drive.mxmy.net:8888/udp/239.3.1.213:4220
429.85ms,万州交通广播,http://123.146.162.24:8013/tslslive/gBEcw39/hls/live_sd.m3u8
429.87ms,崇阳综合,http://61.184.176.248:10500/live/live.m3u8
429.87ms,重庆卫视,http://58.57.40.22:9901/tsfile/live/0142_1.m3u8
429.89ms,[HD]raly tv,https://stream1.freetv.fun/raly-tv-1.m3u8
429.91ms,天津卫视,http://122.189.103.230:8888/rtp/228.0.0.120:6108
429.95ms,辽宁卫视,http://123.129.70.178:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
429.95ms,万州综合,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8?zzhongqd
429.96ms,东南卫视,http://113.57.93.165:9900/tsfile/live/0137_1.m3u8
429.98ms,安徽卫视,http://125.44.255.44:4001/rtp/225.1.4.87:1116
430.00ms,天津卫视,http://124.227.113.96:9901/tsfile/live/0117_1.m3u8
430.02ms,安徽卫视,http://120.40.58.182:1000/rtp/239.61.2.248:9476
430.04ms,浙江卫视,http://112.132.10.54:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
430.07ms,CCTV7,http://59.173.120.39:4022/rtp/239.69.1.103:10256
430.09ms,CCTV17,http://27.184.64.40:58888/rtp/239.254.201.120:8144
430.09ms,陕西二套,http://112.46.85.60:8009/hls/19/index.m3u8
430.13ms,高枝叶,http://gcw.bdcdn.shoujiduoduo.com/v/191102/d768fdc24ee883c82f400ef3f20bc75f.mp4
430.14ms,星空卫视,https://stream1.freetv.fun/xing-kong-wei-shi-12.m3u8
430.14ms,吉林卫视,http://120.40.58.182:1000/rtp/239.61.2.223:9326
430.16ms,TNT Sport 3,https://tv.iill.top/beesport/TNT_Sports_3_BU|Referer=https://p.lioncdn.net/
430.17ms,青海卫视,http://122.189.103.230:8888/rtp/228.0.0.54:6108
430.18ms,CCTV14,http://120.40.58.182:1000/rtp/239.61.2.178:9056
430.19ms,寰宇财经,http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv158/index.m3u8?proxy=true
430.24ms,西藏卫视,http://125.44.255.44:4001/rtp/225.1.4.46:1075
430.24ms,东方卫视,http://218.3.138.25:1111/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
430.26ms,CCTV2,http://222.83.161.135:9003/udp/239.81.0.115:4056
430.27ms,金鹰纪实,http://58.57.40.22:9901/tsfile/live/1070_1.m3u8
430.27ms,江西卫视,http://222.83.161.135:9003/udp/239.81.0.204:4056
430.28ms,大爱1,http://smart.cityq.xyz:8278/daai_twn/playlist.m3u8?tid=ME5E3594665135946651&ct=19249&tsum=1628ac38fd6a79879fccae39de8e845b
430.28ms,DELUXE MUSIC RAP,https://sdn-global-live-streaming-packager-cache.3qsdn.com/65183/65183_264_live.m3u8
430.33ms,东森电影ETTVMovie,http://smart.cityq.xyz:8278/ettvmovie/playlist.m3u8?tid=MBDB9268852192688521&ct=19254&tsum=7514b50ebc2e4b06f2e402578d0ac996
430.34ms,CCTV15,http://61.156.228.12:8154/tsfile/live/0015_1.m3u8
430.34ms,河南卫视,http://222.218.122.56:8188/udp/239.81.0.44:4056
430.36ms,CCTV8,http://1.24.190.98:10080/hls/8/index.m3u8
430.37ms,西藏卫视,http://61.159.134.216:18000/rtp/238.255.2.65:5999
430.42ms,[HD]凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-5.m3u8
430.43ms,云南卫视,https://stream1.freetv.fun/8516ee373bc6e9f2805a68338e64e4df5737bb2c4be5f7dafba1c4a8c6d5af7c.m3u8
430.43ms,1986年,https://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDRfNDAzMDAxOTlfNjYyNzMyNTU0OTRfMF8z_b_B24f7d19f1132fa5d7f502f8377ad5567.mp4
430.44ms,CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
430.45ms,湖南卫视,http://218.3.138.25:1111/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
430.46ms,河北卫视,http://61.159.134.216:18000/rtp/238.255.2.77:5999
430.46ms,黑龙江卫视,http://113.15.109.216:59901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
430.47ms,CCTV8,http://218.241.192.50:8808/rtp/239.3.1.175:8001
430.48ms,Sky News,https://d25w9q07b2mtmw.cloudfront.net/live/master.m3u8
430.49ms,湖北卫视,https://stream1.freetv.fun/321fe55e58365e63fb953fc974466740a190d2cc96ebae754c7268578cc76eeb.m3u8
430.51ms,松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8?zzhed?
430.53ms,CHC动作电影,http://125.44.255.44:4001/rtp/225.1.4.208:1261
430.54ms,CCTV4,http://222.83.161.135:9003/udp/239.81.0.96:4056
430.54ms,大湾区卫视,http://222.128.55.152:9080/live/dwq.m3u8
430.57ms,CCTV12,http://183.11.239.36:808/hls/30/index.m3u8
430.58ms,内蒙古卫视,http://222.218.122.56:8188/udp/239.81.0.54:4056
430.58ms,CCTV8,http://123.129.70.178:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
430.62ms,吉林卫视,http://61.156.228.12:8154/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
430.66ms,广东体育,http://218.13.170.98:9901/tsfile/live/0019_1.m3u8
430.68ms,云南卫视,http://222.218.122.56:8188/udp/239.81.0.45:4056
430.72ms,农林卫视,http://112.46.85.60:8009/hls/27/index.m3u8
430.72ms,深圳卫视,http://114.254.38.155:18888/rtp/239.3.1.134:8020
430.73ms,上蔡综合,http://live.dxhmt.cn:9081/tv/11722-1.m3u8
430.75ms,江西卫视,http://nas.hssvm.com:8888/udp/225.1.2.29:5002
430.75ms,吉林卫视,http://113.15.109.216:59901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
430.76ms,云南卫视,http://nas.hssvm.com:8888/udp/225.1.1.61:5002
430.77ms,东南卫视,http://27.184.64.40:58888/rtp/239.254.201.13:6291
430.78ms,CCTV9,http://124.227.113.96:9901/tsfile/live/0010_1.m3u8
430.79ms,南阳市金红曲剧团演唱,http://gcw.bdcdn.shoujiduoduo.com/v/190926/edde31e6fcbc72a7ef2203b9b9cad3a0.mp4
430.80ms,CCTV12,http://nas.hssvm.com:8888/udp/225.1.1.142:5002
430.82ms,CCTV9,http://114.254.38.155:18888/rtp/239.3.1.62:8112
430.83ms,万州综合,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8
430.88ms,[HD]广州综合,https://stream1.freetv.fun/yan-zhou-zong-he-13.m3u8
430.89ms,[SD]qvc uk,https://stream1.freetv.fun/qvc-uk-1.m3u8
430.90ms,CCTV14,http://123.129.70.178:9901/tsfile/live/0014_1.m3u8
430.91ms,[BD]atv,https://stream1.freetv.fun/atv-5.m3u8
430.92ms,CCTV5+,http://59.173.120.39:4022/rtp/239.254.96.234:9484
430.92ms,宁夏卫视,http://120.40.58.182:1000/rtp/239.61.2.56:8330
430.98ms,天津卫视,http://222.83.161.135:9003/udp/239.81.0.113:4056
431.00ms,The Now Network (480p) [Not 24/7],https://mediaprod1.nowcast.cc:5443/LiveApp/streams/anZPy7eaVWLyDMZB1697488814699.m3u8
431.02ms,CCTV3,http://123.129.70.178:9901/tsfile/live/0003_1.m3u8
431.04ms,CCTV3,http://222.218.122.56:8188/udp/239.81.0.231:4056
431.04ms,CCTV17,http://61.149.251.202:4022/rtp/239.3.1.151:8144
431.09ms,贵州卫视,http://120.40.58.182:1000/rtp/239.61.2.159:8942
431.12ms,浙江卫视,http://218.241.192.50:8808/rtp/239.3.1.137:8036
431.13ms,[BD]ptc punjabi gold,https://stream1.freetv.fun/ptc-punjabi-gold-1.m3u8
431.13ms,龙华经典,http://smart.cityq.xyz:8278/lunghuajingdian_twn/playlist.m3u8?tid=MC2C7597780175977801&ct=19249&tsum=b7602981567d8f0171e8de29154f5014
431.15ms,四川卫视,http://122.189.103.230:8888/rtp/228.0.0.231:6108
431.15ms,CCTV16,http://122.189.103.230:8888/rtp/228.0.0.249:6108
431.17ms,黑龙江卫视,http://114.254.38.155:18888/rtp/239.3.1.133:8016
431.18ms,黑龙江卫视,http://223.198.241.28:4000/rtp/239.253.64.205:5140
431.18ms,CCTV10,http://61.156.228.12:8154/tsfile/live/0010_1.m3u8
431.19ms,CCTV2,http://218.241.192.50:8808/rtp/239.3.1.60:8084
431.20ms,CCTV12,http://drive.mxmy.net:8888/udp/239.3.1.64:8124
431.22ms,青海卫视,http://113.15.109.216:59901/tsfile/live/0140_1.m3u8
431.23ms,CCTV9,http://112.132.10.54:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
431.24ms,CCTV1,http://61.159.134.216:18000/rtp/238.255.2.91:5999
431.26ms,广东卫视,http://113.15.109.216:59901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
431.28ms,CCTV8,http://112.132.10.54:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
431.30ms,CCTV5+,http://114.254.38.155:18888/rtp/239.3.1.130:8004
431.31ms,教育卫视,http://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
431.31ms,CCTV13,http://222.218.122.56:8188/udp/239.81.0.206:4056
431.35ms,四川卫视,http://222.83.161.135:9003/udp/239.81.0.130:4056
431.41ms,CCTV10,http://61.136.172.236:9901/tsfile/live/0010_1.m3u8
431.42ms,西藏卫视,http://222.83.161.135:9003/udp/239.81.0.55:4056
431.46ms,[BD]voyages plus,https://stream1.freetv.fun/voyages-plus-2.m3u8
431.49ms,「电视伴音」CCTV2,https://piccpndali.v.myalicdn.com/audio/cctv2_2.m3u8
431.51ms,浙江卫视,http://125.44.255.44:4001/rtp/225.1.4.84:1113
431.51ms,松视119男同欧美版,https://vip4.bbffsl.com/20250510/pYp4fCEt/index.m3u8
431.52ms,[BD]安徽影视,https://stream1.freetv.fun/an-hui-ying-shi-14.m3u8
431.55ms,建安电视台 (1080p) [Not 24/7],http://live.dxhmt.cn:9081/tv/11003-1.m3u8
431.55ms,湖北卫视,http://218.241.192.50:8808/rtp/239.3.1.138:8044
431.55ms,江西卫视,http://124.128.73.58:9901/tsfile/live/0138_1.m3u8?key=txiptv
431.56ms,浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel07/720p.m3u8
431.59ms,「浙江」萧山人民广播电台,https://tv.iill.top/fm/1714
431.60ms,甘肃卫视,http://223.198.241.28:4000/rtp/239.253.64.140:5140
431.61ms,CCTV14,http://122.189.103.230:8888/rtp/228.0.0.14:6108
431.64ms,CCTV16,http://218.241.192.50:8808/rtp/239.3.1.184:8001
431.65ms,[BD]france 24 ar,https://stream1.freetv.fun/france-24-ar-2.m3u8
431.65ms,CCTV3,http://125.44.255.44:4001/rtp/225.1.4.158:1194
431.66ms,深圳卫视,http://218.241.192.50:8808/rtp/239.3.1.134:8020
431.68ms,CCTV12,http://218.241.192.50:8808/rtp/239.3.1.64:8124
431.68ms,BX Inspire (720p),https://reflect-stream-bronxnet.cablecast.tv/live-18/live/stream-7/live.m3u8
431.68ms,CCTV6,http://222.218.122.56:8188/udp/239.81.0.233:4056
431.69ms,湖北卫视,http://123.168.95.21:4000/udp/239.21.1.163:5002
431.71ms,黑龙江卫视,http://125.44.255.44:4001/rtp/225.1.4.91:1120
431.72ms,宁夏卫视,http://125.44.255.44:4001/rtp/225.1.4.43:1072
431.74ms,广东卫视,http://61.156.228.12:8154/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
431.74ms,广东卫视,http://61.136.172.236:9901/tsfile/live/0125_1.m3u8
431.76ms,「新疆」维吾尔语综合广播,https://tv.iill.top/fm/619
431.76ms,安徽卫视,http://183.162.104.68:8888/rtp/238.1.78.150:7072
431.79ms,甘肃卫视,http://joyznm.i234.me:20000/udp/239.3.1.49:8188##des:720P###HLS\\n
431.80ms,CCTV17,http://218.241.192.50:8808/rtp/239.3.1.151:8144
431.80ms,北京卫视,http://183.11.239.36:808/hls/41/index.m3u8
431.82ms,CCTV3,http://61.159.134.216:18000/rtp/238.255.2.133:5999
431.84ms,内蒙古卫视,http://115.171.216.75:4000/rtp/225.1.8.156:8176
431.84ms,「云南」交通广播,https://tv.iill.top/fm/594
431.86ms,内蒙古卫视,http://61.159.134.216:18000/rtp/238.255.2.53:5999
431.88ms,吉林卫视,http://123.168.95.21:4000/udp/239.21.2.49:5002
431.90ms,西藏卫视,http://nas.hssvm.com:8888/udp/225.1.1.51:5002
431.91ms,CCTV-13新闻,http://61.156.228.12:8154/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
431.93ms,CCTV10,http://114.254.38.155:18888/rtp/239.3.1.63:8116
431.93ms,曲剧大全1,http://gcw.bdcdn.shoujiduoduo.com/v/191009/7d5524c35adc0763d87868a140b051be.mp4
431.94ms,CCTV6,http://222.83.161.135:9003/udp/239.81.0.233:4056
431.94ms,海口新闻综合,http://183.255.46.4:16080/live/tv1001.m3u8
431.97ms,CCTV3,http://61.136.172.236:9901/tsfile/live/0003_1.m3u8
431.99ms,西藏卫视,http://114.254.38.155:18888/rtp/239.3.1.47:8164
432.00ms,余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8?zzhed
432.01ms,[SD]dubai one (1080p),https://stream1.freetv.fun/dubai-one-2.m3u8
432.02ms,松视3欧美版,http://live.redtraffic.xyz:80/bigdick.m3u8
432.04ms,CCTV2,http://223.198.241.28:4000/rtp/239.253.64.195:5140
432.04ms,IPTV 8,http://153.0.171.163:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
432.04ms,Moorpark Government Channel (360p),https://cdn3.wowza.com/5/cXdyRHF0Z3kxN0k2/moorpark/G0086_003/playlist.m3u8
432.05ms,湖北卫视,http://114.254.38.155:18888/rtp/239.3.1.138:8044
432.05ms,CCTV10,http://61.159.134.216:18000/rtp/238.255.2.13:5999
432.05ms,千禧经典,https://migu.188766.xyz/?migutoken=25b8da758655cb8f8432c3bb1a1485e3&id=Tvbclassic&type=dy
432.07ms,辽宁卫视,http://joyznm.i234.me:20000/udp/239.3.1.24:8116##des:720P###HLS\\n
432.07ms,[SD]black classics,https://stream1.freetv.fun/black-classics-2.m3u8
432.08ms,吉林卫视,http://222.83.161.135:9003/udp/239.81.0.58:4056
432.09ms,深圳卫视,http://183.162.104.68:8888/rtp/238.1.78.156:7120
432.09ms,CCTV15,http://123.129.70.178:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
432.10ms,浙江卫视,http://222.83.161.135:9003/udp/239.81.0.108:4056
432.11ms,山西卫视,http://113.15.109.216:59901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
432.12ms,CCTV1,http://218.241.192.50:8808/rtp/239.3.1.129:8008
432.13ms,[BD]cctv1,https://stream1.freetv.fun/cctv1-86.m3u8
432.15ms,江苏卫视,http://120.40.58.182:1000/rtp/239.61.2.30:8174
432.15ms,广东卫视,http://115.171.216.75:4000/udp/225.1.8.49:8048
432.16ms,万州综合频道 (576p),http://123.146.162.24:8017/iTXwrGs/800/live.m3u8
432.16ms,CCTV4,http://115.171.216.75:4000/rtp/225.1.8.4:8092
432.19ms,CCTV1,http://61.156.228.12:8154/tsfile/live/0001_1.m3u8
432.21ms,湖南卫视,http://153.0.171.163:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
432.22ms,[BD]rtv noord,https://stream1.freetv.fun/rtv-noord-1.m3u8
432.23ms,江苏卫视,http://123.168.95.21:4000/udp/239.21.1.89:5002
432.24ms,[HD]sky news,https://stream1.freetv.fun/sky-news-14.m3u8
432.24ms,新疆卫视,http://222.218.122.56:8188/udp/239.81.0.46:4056
432.24ms,河北卫视,http://124.128.73.58:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
432.27ms,新唐人亞太「4gTV」,https://tv.iill.top/4gtv/4gtv-live050
432.27ms,深圳卫视,http://125.44.255.44:4001/rtp/225.1.4.90:1119
432.32ms,云南卫视,http://120.40.58.182:1000/rtp/239.61.2.61:8360
432.33ms,上海纪实,https://stream1.freetv.fun/ipv6-shang-hai-ji-shi-ren-wen-2.m3u8
432.33ms,CCTV6,http://218.3.138.25:1111/tsfile/live/1005_1.m3u8
432.35ms,宁夏卫视,http://222.83.161.135:9003/udp/239.81.0.60:4056
432.35ms,云南卫视,http://124.128.73.58:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
432.36ms,陕西西部电影,http://112.46.105.20:8009/hls/62/index.m3u8
432.36ms,CCTV12,http://144.255.32.30:8288/udp/239.21.1.156:5002
432.37ms,CCTV6,http://114.107.44.140:8188/rtp/238.1.78.172:7248
432.46ms,兵团卫视,http://223.198.241.28:4000/rtp/239.253.64.178:5140
432.46ms,Al Rayyan,https://alrayyancdn.vidgyor.com/pub-noalrayy3pwz0l/liveabr/playlist_dvr.m3u8
432.47ms,河北卫视,http://123.168.95.21:4000/udp/239.21.1.168:5002
432.50ms,西藏卫视,http://183.11.239.36:808/hls/64/index.m3u8
432.50ms,陕西卫视,http://61.156.228.12:8154/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
432.53ms,河南有线22,http://221.14.142.118:8000/hls/22/index.m3u8
432.55ms,CCTV14,http://60.16.0.216:5757/hls/15/index.m3u8
432.58ms,YY-动漫-国漫动漫,http://kkk.888.3116598.xyz/api.php?n=tttt&id=g6tswL&tk=FgM0vQMejxvG
432.61ms,浙江卫视,http://122.189.103.230:8888/rtp/228.0.0.65:6108
432.63ms,湖南卫视,http://113.15.109.216:59901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
432.65ms,CCTV2,http://113.15.109.216:59901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
432.66ms,VIU,http://php.jdshipin.com:8880/smt.php?id=viu1_twn
432.66ms,《刘公案》,http://gcw.bdcdn.shoujiduoduo.com/v/190429/2ef6445a1215cf06049cac61d72f201e.mp4
432.66ms,重庆卫视,http://61.159.134.216:18000/rtp/238.255.2.78:5999
432.68ms,CCTV3,http://183.162.104.68:8888/rtp/238.1.78.170:7232
432.71ms,陕西都市青春,http://112.46.105.20:8009/hls/19/index.m3u8
432.72ms,CCTV2,http://120.40.58.182:1000/rtp/239.61.2.174:9032
432.72ms,CCTV15,http://122.189.103.230:8888/rtp/228.0.0.15:6108
432.73ms,河南卫视,http://223.198.241.28:4000/rtp/239.253.64.38:5140
432.74ms,湖南卫视,http://joyznm.i234.me:20000/udp/239.3.1.18:8268##des:720P###HLS\\n
432.75ms,CCTV15,http://124.128.73.58:9901/tsfile/live/0015_1.m3u8?key=txiptv
432.77ms,河北卫视,http://218.241.192.50:8808/rtp/239.3.1.148:8072
432.77ms,乐家购物,http://112.46.105.20:8009/hls/23/index.m3u8
432.77ms,CCTV4,http://183.162.104.68:8888/rtp/238.1.78.236:7760
432.78ms,黑龙江卫视,http://144.255.32.30:8288/udp/239.21.1.28:5002
432.79ms,贵州卫视,http://1.24.190.98:10080/hls/91/index.m3u8
432.79ms,兵团卫视,http://115.171.216.75:4000/rtp/225.1.8.167:4120
432.79ms,万州三峡移民,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8
432.81ms,淘剧场,http://missyao.com:35455/bptv/10000100000000050000000003887497.m3u8
432.81ms,东南卫视,http://122.189.103.230:8888/rtp/228.0.0.144:7144
432.81ms,万州综合,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8?zzhongqd
432.84ms,云南卫视,http://115.171.216.75:4000/rtp/225.1.8.139:8108
432.88ms,三沙卫视,http://223.198.241.28:4000/rtp/239.253.64.112:5140
432.90ms,东南卫视,http://144.255.32.30:8288/udp/239.21.1.113:5002
432.93ms,广东卫视,http://joyznm.i234.me:20000/udp/239.3.1.142:8048###des:1080P###HLS\\n
432.94ms,CGTN,http://113.15.109.216:59901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
432.95ms,CCTV4,http://114.254.38.155:18888/rtp/239.3.1.105:8092
432.96ms,重庆卫视,http://222.218.122.56:8188/udp/239.81.0.47:4056
432.97ms,[HD]haber türk,https://stream1.freetv.fun/haber-turk-2.m3u8
433.00ms,青海卫视,http://121.237.247.137:8888/rtp/239.49.1.53:6000
433.00ms,东方卫视,http://218.241.192.50:8808/rtp/239.3.1.136:8032
433.01ms,河南有线30,http://221.14.142.118:8000/hls/30/index.m3u8
433.03ms,CCTV1,http://122.189.103.230:8888/rtp/228.0.0.1:6108
433.03ms,陕西三套,http://112.46.85.60:8009/hls/20/index.m3u8
433.04ms,庆元综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8?zzhed?
433.05ms,重庆卫视,http://223.198.241.28:4000/rtp/239.253.64.55:5140
433.05ms,湖南卫视,http://124.227.113.96:9901/tsfile/live/0128_1.m3u8
433.07ms,CCTV12,https://www.freetv.top/migu/673168185.m3u8?migutoken=dd69c6da4ca875bfa3b2c373a896be579823c971f68c14aae1624ddc25a0b5bbf046484c0809601c25014abc49cfbf2f72bf0c59ab5ff81f304a187856c7a50e4d2b12f9eaf5d5627b50786e85
433.15ms,海南卫视,http://122.189.103.230:8888/rtp/228.0.0.165:7165
433.15ms,北京卫视,http://223.198.241.28:4000/rtp/239.253.64.204:5140
433.16ms,Radio KISS KISS TV,https://kk.fluid.stream/KKMulti/smil:KissKissTV.smil/playlist.m3u8
433.16ms,「上海」交通广播,https://tv.iill.top/fm/1312
433.16ms,CCTV1,http://115.171.216.75:4000/rtp/225.1.8.210:8068
433.22ms,CCTV3,http://114.254.38.155:18888/rtp/239.3.1.172:8001
433.23ms,CCTV14,http://114.254.38.155:18888/rtp/239.3.1.65:8132
433.27ms,Coral Gables Television (Coral Gables FL) (720p),https://cdn3.wowza.com/5/R09KQXpaMWlrRjly/coralgables/G0937_004/playlist.m3u8
433.28ms,KITV 4 Island News (720p),https://fuel-streaming-prod01.fuelmedia.io/v1/sem/c4067ddc-0e67-4928-b7ec-624481f721a6.m3u8
433.29ms,贵州卫视,http://27.184.64.40:58888/rtp/239.254.201.20:6315
433.30ms,吉林卫视,http://114.254.38.155:18888/rtp/239.3.1.240:8172
433.30ms,武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8?zzhed
433.33ms,金鹰卡通,http://113.15.109.216:59901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
433.35ms,CCTV1,http://115.171.216.75:4000/rtp/225.1.8.53:8060
433.36ms,睛彩广场舞,http://missyao.com:35455/itv/3000000020000011524.m3u8?cdn=FifastbLive
433.37ms,MBC Drama,https://mbc1-enc.edgenextcdn.net/out/v1/b0b3a0e6750d4408bb86d703d5feffd1/index.m3u8
433.40ms,淘娱乐,http://115.171.216.75:4000/rtp/225.1.8.61:8002
433.41ms,CCTV2,http://114.254.38.155:18888/rtp/239.3.1.60:8084
433.44ms,CCTV 2 财经「回看」,https://tv.iill.top/migu-1/cctv2
433.46ms,兵团卫视,http://112.132.10.54:9901/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
433.46ms,CCTV12,http://113.15.109.216:59901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
433.47ms,[SD]black cinema,https://stream1.freetv.fun/black-cinema-3.m3u8
433.47ms,CCTV1,http://223.198.241.28:4000/rtp/239.253.64.120:5140
433.47ms,韩·EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8
433.49ms,[HD]stv,https://stream1.freetv.fun/stv-3.m3u8
433.60ms,CI 罪案偵查頻道「4gTV」,https://tv.iill.top/4gtv/4gtv-live027
433.60ms,TVBJade,http://php.jdshipin.com:8880/smt.php?id=Tvbjade
433.63ms,CCTV12,http://122.189.103.230:8888/rtp/228.0.0.12:6108
433.64ms,[BD]永嘉新闻综合,https://stream1.freetv.fun/yong-jia-xin-wen-zong-he-3.m3u8
433.67ms,东南卫视,http://222.218.122.56:8188/udp/239.81.0.215:4056
433.67ms,CCTV12,http://124.165.251.82:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0#http://112.27.235.94:8000/hls/13/index.m3u8#http://60.16.0.216:5757/hls/13/index.m3u8
433.68ms,Costa Mesa's Municipal Access Channel CMTV 3 (720p),https://cdn3.wowza.com/5/UWpORHhLSEs5SkJs/costamesa/G0075_002/playlist.m3u8
433.73ms,Premier Sports 2,https://tv.iill.top/beesport/Premier_Sports_2|Referer=https://p.lioncdn.net/
433.75ms,山东卫视,http://122.189.103.230:8888/rtp/228.0.0.121:6108
